cod,cod_description,id_provincia,provincia_descripcion
1409,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1410,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1411,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1412,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1413,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1414,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1415,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1416,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1417,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1418,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1419,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1420,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1421,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1422,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1423,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1424,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1425,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1426,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1427,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1428,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1429,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1430,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1431,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1432,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1433,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1434,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1435,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1436,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1437,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1438,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1439,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1440,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1443,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1444,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1454,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1458,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1459,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1469,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1486,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1489,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1502,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1505,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1540,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1544,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1587,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
1598,"Capital Federal",02,"Ciudad Autonoma de Buenos Aires"
